Unnamed: 0	Unnamed: 1	Unnamed: 2	Основное	Unnamed: 4	Финансовая Помощь	Сроки	Unnamed: 7	Unnamed: 8	Unnamed: 9	Требования	Unnamed: 11	Unnamed: 12	Unnamed: 13	Unnamed: 14	Дополнительно	Unnamed: 16	Unnamed: 17	Unnamed: 18	Unnamed: 19	Unnamed: 20
36.0	Sookmyung Women's University 	Seoul	3400$-5200$	0.33	"GKS, IELTS 8.0 or higher, TOEFL iBT 112 or higher, NEW TEPS 498 or higher 70% Tuition Waiver
IELTS 6.5~7.5, TOEFL iBT 100~111, NEW TEPS 398~497 40% Tuition Waiver
IELTS 5.5~6.0, TOEFL iBT 71~99, NEW TEPS 327~397,
Students from English-speaking countries 30% Tuition Waiver
•
English Track
GPA
4.3 or higher             4.0 or higher           3.5 or higher            3.0 or higher
100% Tuition Waiver 60%Tuition Waiver 50% Tuition Waiver 30% Tuition Waiver"	Apr 4 - 23	"June 2 - 28
3 round 
June 30 - July 7"	30 июня-7июля		IELTS 5.5 TOEFL 80	Optional	Study plan, perfsonal statement 	Needed	112USD	Undergraduate | (sookmyung.ac.kr)	숙명여자대학교(영문) (sookmyung.ac.kr)		39	2194	"School of English 
School of Global Service"
37.0	Incheon National University 	Seoul & Incheon 	2080$	0.47	"GKS
TOPIK IELTS TOEIC TOEFL     Amount of Scholarship
Level 6  7.0     800       94              70% of tuition fee 
Level 5  6.5     750       87              50% of tuition fee 
Level 4  6.0     700       82              30% of tuition fee 
Merit Scholarships IELTS 6.0, TOEIC 700, TOEFL IBT 82 or above, 
On-Campus Scholarships
"		Mar. 10th~Apr. 18			IELTS 5.5 TOEFL 80	Optional	Personal statement, letter of consent, study plan 	Needed	60USD	Undergraduate Application (inu.ac.kr)	Incheon National University(인천대학교_영문) (inu.ac.kr)		43	4305	Korean Trade & Commerce Public Administration
38.0	Myongji University	есть	2740$-3700$		"Students who do not meet one of the following ILETS or TOEFL requirements will be granted 20% of 
the tuition reduction (as supplementary living allowance) 
IELTS 5.5 / TOEFL iBT 71 Provides 40% of the  tuition (as scholarship) IELTS 6 / TOEFL iBT 79
 Provides 60% of the tuition (40% as scholarship, 20% as 
supplementary living allowance) IELTS 6.5 / TOEFL iBT 87 Provides 70% of the tuition (40% as scholarship,
 30% as supplementary living allowance) IELTS 7 / TOEFL iBT 95 Provides 80% of the tuition 
(40% as scholarship, 40% as supplementary"	19-28 марта	1-10 апреля	"

10 - 19 июня"										42		"Business Administration
 Humanities
Smart System and Engineering
"
39.0	Kangwon National University		890$ per semester 		"TOPIK Level 4: 60% of the tuition fee (English Track: IETLS 6.5 or TOEFL 79 or higher) • TOPIK Level 5 or
 above: Full scholarship (English Track: IELTS 7.0 or TOEFL 94 or higher)"	14 апреля - 2 мая	26 мая - 13 июня											19		Humanities and social sciences
40.0	Pukyong National University		нет		"GKS
40% of tuition fees for students with TOPIK Level 4
100% of tuition fees for students with TOPIK Level 5 or higher"		не опубликованы											24		English Language and Literature
41.0	Youngsan University of Son Studies		2000$		"Students who have obtained IELTS 5.5(iBT 71) 30% of tuition fee
Students who have obtained IELTS 6.0(iBT 76) 40% of tuition fee
Students who have obtained IELTS 6.5(iBT 81)
※ Including Cum laude
50% of tuition fee"		нет данных											192		"Major in Korea Business 
Major in International Business Law
School of Hotel and Tourism Management 
School of Cooking Arts 
Department of Airline and Tourism Management"
42.0	Chungbuk National University	нет англ																25		
43.0	University of Ulsan		3600$-6300$		"AF-1 Humanities, Social Sciences, Business Should satisfy one of the below 1) Submission of 1 SCIE-level
thesis or 2 KCI-level theses 2) Books or translations including join works Should satisfy one of the below
1) 2 SCIE-level theses 2) 1 SCIE-level thesis and 2 KCI-level theses 3) 4 KCI-level theses 100% Tuition
Natural Sciences, Engineering, Arts, Design, Sports, Medicine Submission of 1 SCIE-level
thesis or 2 KCI-level theses
AF -2 Humanities, Social Sciences, Business Should satisfy one of the below 1) Submission of 1 KCI-level
thesis 2) 1 book or translation including joint works Should satisfy one of the below 1) 1 SCIE-level thesis
2) 2 KCI-level theses 85% Tuition Natural Sciences, Engineering, Arts, Design, Medicine Submission of 1 KCI-level thesis
BF Should satisfy one of the below - 1 Presentation at national conference - TOPIK level 4 or higher
1 KCI-level thesis 50% Tuition
CF Each department has its own requirement. 20% Tuition"	ноябрь ?	21 апреля - 9 мая											27		"Humanities, Social Sciences, Business
Natural Sciences
Engineering
Arts, Design and Sports
Medicine"
44.0	Gyeongsang National University		не скачивается файл ( выдает как вирус)															32		
45.0	Keimyung University		3500$-3700$		"A - Applicants who acquired TOPIK level 5 or higher 100% Wavier of Tuition Fee
B - Applicants who acquired TOPIK level 4 70% Wavier of Tuition Fee
C - 1. Applicants who have TOPIK level 3
2. Applicants who have TOEFL iBT 80, iELTS 5.5 or abovе (Only Applicable to KAC) 50% Wavier of Tuition Fee"	31 марта -18 апреля 	23 июня - 11 июля											30		International business, international relations, Digipen game engineering 
46.0	Hannam University		2000$-2500$		"For Linton Global School Those who do not achieve TOEFL iBT 71 or IELTS 5.5 40% tuition reduction 
Those who achieve TOEFL iBT 71 or IELTS 5.5 or higher 50% tuition reduction"		12 - 19 мая											57		"Global Business 
Global media&Culture"
47.0	Gachon University		2000$-3000$		"International Students 50% reduction in tuition for the first semester
TOPIK level 4 holder
100% reduction in tuition for the first semester
TOPIK level 5 holder
TOPIK level 6 holder 100% reduction in tuition for the first two semester"	14 апреля- 2 мая	26 мая - 6 июня	30 июня-7 июля										40		Global languages , Engineering 
48.0	Kwangwoon University		3600$		"TOEFL iBT 71 / IELTS 5.5 / NEW TEPS 326 or above,
Applicants with citizenship where English is the native or
official language
30% of tuition fee
TOEFL iBT 86 / IELTS 6.5 / NEW TEPS 388 50% of tuition fee
TOEFL iBT 97 / IELTS 7.5 / NEW TEPS 438 70% of tuition fee
TOEFL iBT 112 / IELTS 8.5 / NEW TEPS 498 80% of tuition fee"	25 сентября-11 октября 	13 ноября-29 ноября 											43		Semiconductor Systems Engineering
49.0	Joongang Sangha University	нет англ																191		
50.0	Suwon Catholic University	не работает сайт																188		
51.0	Wonkwang University	 неизв насчет англ	2200$—3000$		"100% deduction of tuition fee A holder of TOPIK level 5 or higher
60% deduction of tuition fee A holder of TOPIK level 4
50% deduction of tuition fee A holder of TOPIK level 3"	2 декабря-6 декабря 	6 января -8 января 											38		нет точных данных
52.0	Seoul National University of Science and Technology		2000$-4000$		"TOPIK level 4 · (Applicant for MSDE or ITM）TOEFL iBT 801) or above Level B 50% of Tuition fee 
Level A 70% of Tuition fee · TOPIK level 5 · (Applicant for MSDE or ITM）TOEFL iBT 902) or above 
Level B 70% of Tuition fee Level A Full Tuition fee · TOPIK level 6 · (Applicant for MSDE or ITM）
TOEFL iBT 1003) or above Level B Full Tuition fee Level A Full Tuition fee + Full Boarding fees"	1 - 28 апреля	23 -27 июня											46		"Business and Technology
(ITM and department of MSDE)"
53.0	Dong-A University		3000$		" A IELTS 7.0, TOEFL iBT 90, New TEPS 428 equivalent or above  Full Tuition
 B  IELTS 6.5, TOEFL iBT 84, New TEPS 394 equivalent or above
 Applicant who has completed high school education in 
countries* where their mother tongue language is English 50% of Tuition 
 С IELTS 6.0, TOEFL iBT 77, New TEPS 360 equivalent or above   25% of Tuition
D  IELTS 5.5, TOEFL iBT 71, New TEPS 326 equivalent or above  15% of Tuition"	24 сент-14 октбр	2 декабря-17 декабря											34		"International Business Administration
Engineering"
54.0	Inje University	нет англ																50		
55.0	Chosun University	нет англ																35		
56.0	Sangmyung University		3000$		"Academic Excellence Scholarship
• Received admission exam score within the top 1% on the admission exam 100% of tuition
• Received admission exam score exceeding top 1% and less than or equal to
top 3% on the admission exam 70% of tuition
• Received admission exam score exceeding top 3% and less than or equal to
top 10% on the admission exam 50% of tuition
• Received admission exam score exceeding top 10% and less than or equal
to top 40% on the admission exam 30% of tuition
Language Excellence Scholarship
• Student with TOPIK Level 4 or above (Level 3 for Arts, Music & Physical
Education majors) 70% of tuition
• Student with TOPIK Level 3 (Level 2 for Arts, Music & Physical Education
majors) 40% of tuition"	-	-											51		College of Global Regions
57.0	Kyonggi University	нет англ																48		
58.0	Kongju National University	error																49		International financial engineering 
59.0	The Catholic University of Korea		-		-	1 марта -14 апреля	15 апреля-16 июня											26		"Department of English Literature, Language and Culture
Department of International Studies"
60.0	Korea University of Technology and Education		1800-2000$		GKS		July 8 - July 12											52		"School of Mechanical Engineering, School of Electrical, Electronics and Communication
♦ Engineering, School of Computer Science and Engineering, School of Industrial 
Management, School of Energy, Materials and Chemical Engineering, School of Design 
and Human Engineering, School of Smart Factory Convergence."
61.0	Soonchunhyang University	Asan	5000$		"Scholarship amount 
TOPIK level 6- (1.400.000 KRW)
TOPIK level 5- (1.200.000 KRW)
TOPIK level 4-( 1.000.000 KRW)
TOPIK level 3-( 800.000 KRW)"	26 мая - 3 июня	3 - 9 июля											53		"Business adminstration
International trade and commerce 
Computer science and Engineering 
Economics and Finance"
62.0	Handong Global University	Pohang	"1 семестр- 3.841.000 ( 2770$)
2 семестр- 3.661.000 (2640$)"		" KGSP/GKS
 Handog Cornerstone scholarship
Presidential scholarship
Outstanding international students Entrance scholarship for international students: 
Topik level 6 - 100% of tuition scholarship 
Topik level 5 - 80% of tuition scholarship 
Topik level 4 - 50% of tuition scholarship 
Topik level 3 - 30% of tuition scholarship 
50% of tuition scholarship - TOEFL iBT 85 and above, IELTS level 6.0 and above "	1 августа - 15 сентября 	1 февраля-15 марта											54		"Construction Engineering
Psychology
Economics
English (специализация в области лингвистики, литературы, TESOL, перевода)
Global Convergence Studies
Global Management
ICT Convergence
Information Technology
Life Science
U.S. & International Law
Urban and Environmental Engineering, computer science "
63.0	Changwon National University	Changwon	3000$		"Scholarships for International Students
Entrance Scholarship (Freshmen/Transfer):
   TOPIK 6:100% of Tuition Fee 2
   - TOPIK 5:100% (Freshmen) / 50% (Transfer) of Tuition Fee 2
   - TOPIK 4:50% of Tuition Fee 2
Academic Excellence Scholarship:
   - Awarded to top 50% of students based on: GPA (70%) + TOPIK (30%)  
Special Scholarships:
  Emergency Support:Full tuition waiver for crises (war, disasters).  TOPIK Scholarship: TOPIK 6: 450,000 KRW, TOPIK 5: 350,000 KRW, TOPIK 4: 250,000 KRW
English Proficiency Awards:TOEFL iBT 85+/IELTS 6.0+:50% of Tuition Fee 2 (if no TOPIK).  "	1 мая-14 мая												55		"Engineering & Technology:Computer Engineering, Electrical Engineering, Smart Ocean Mobility Engineering, Aerospace Engineering 
- Business & Economics: International Trade, Business Administration, Accounting
- Humanities:English Language & Literature, International Relations
- Interdisciplinary:AI Convergence Engineering, Energy Chemical Engineering"
64.0	Catholic University of Daegu	Gyeongsan																56		
65.0	Daegu University	Daegu	2700$ - 3700$		"GKS
Entrance Scholarships: TOPIK Level 6+ High GPA- 100% tuition waiver (first semester)
Academic Excellence Scholarships: TOPIK 6 +GPA 4.0 100% tuition waiver + free dormitory (from 2nd semester)
Partial Scholarships 
-TOPIK Level 5 -70% tuition waiver
- IELTS 6.5+/TOEFL 90+ - 50% tuition waiver"	1-30 ноября 	1-31 мая											57		"College of Engineering
- Computer Science & Engineering (AI, Big Data, Software)  
- Electrical & Electronic Engineering  
- Mechanical Engineering
- Smart Mobility Engineering
College of Business & Economics 
- International Business Administration
- Global Finance & Accounting
College of Liberal Arts & Social Sciences
  - International Relations(Politics, Diplomacy)  
Interdisciplinary Programs  
- Convergence Technology (AI + Engineering)  
- Global Leadership (Business + Language)  "
66.0	Dongseo University	Busan	2900$- 3900$		"GKS
DSU President's Scholarship: 100% tuition waiver for first semester
Requirements: TOPIK 5+ or IELTS 6.5+ with outstanding academic background
Academic Excellence Scholarship: GPA 4.0+: 70% tuition reduction
GPA 3.5-3.99: 50% reduction
GPA 3.0-3.49: 30% reduction
Language Proficiency Scholarships: TOPIK 6: 50% reduction
TOPIK 5: 30% reduction
IELTS 6.5+/TOEFL 90+: 30% reduction.International students may receive scholarships based on merit and need. These range from full tuition with
 housing to partial tuition scholarship of 100%, 50%, 40% or 30%. Assessments are made on a
 case-by-case basis."	до 30 ноября	до 31 мая											58		"Global School of Media & Communications
 Digital Content (Game Development, Animation, VFX)
 Film & Video Production
Advertising & PR
International College
International Business Administration
Computer Science & Engineering
 AI & Big Data Engineering"
67.0	Jeju National University	Jeju	2400$- 3200$		"A Grade International
Student (Full tuition waiver) New Student Awarded to 8.5% of the total number of international students and whо old TOPIK level 5 or higher at the date of the scholarship selection
date
E Grade International Student
(20% Tuition waiver) New Student Students who hold TOPIK Level 3 or higher at the date of the
scholarship selection date Transfer Student Students who hold TOPIK Level 4 or higher at the date of the
scholarship selection date
C Grade International Student (50% of Tuition Fees Provided)
New Student Among the new students in the Global Open Major, excluding A Grade
International Student scholarship recipients, those who excel in the
entrance examination process will be considered for scholarships.
- The number of scholarship recipients will be assigned based on the
number of enrolled students (2 to 5 recipients)."	"осенний набор 
1-30 ноября
весенний набор
1-30 июня"	"1-28 февраля
1-31 августа"											59		"College of Business & Economics
International Business Administration Global Tourism Management
College of Engineering
Computer Science & Engineering 
Electrical Engineering  
College of Social Sciences 
International Relations
Global Communication"
68.0	Kyungnam University	Changwon 	4100$-6000$		"International Student Admission Scholarship:
A:All International Admission FreshmenㆍReduction of 50% of tuition fee for four years ㆍPrevious semester GPA C0 or above only
B:TOPIK Level 4 or above	ㆍReduction of 70% of tuition fee (The semester of admission) ㆍOnly available for freshman admission
C:TOEFL iBT 90
ㆍIELTS 6.5 or above	ㆍReduction of 100% of tuition fee (The semester of admission)
D:TOEFL iBT 85
ㆍIELTS 6.0 or above	ㆍReduction of 70% of tuition fee (The semester of admission
E: TOEFL iBT 80
IELTS 5.5 or above	ㆍReduction of 50% of tuition fee (The semester of admission)
International Student
TOPIK Scholarship:
A:ㆍAfter admission, upgrade TOPIK level to Level 6ㆍ1,000,000 KRW
B:ㆍAfter admission, upgrade TOPIK level to Level 5ㆍ500,000 KRW
C: ㆍAfter admission, upgrade TOPIK level to Level 4	ㆍ300,000
"	15мая- 5 июня	16 июня - 4 июля											60		"International Studies
Business Administration
Computer Science and Engineering
Hotel and Tourism Management"
69.0	Hoseo University	 Asan, Chungcheongnam	5500$-7500$		"Scholarships for International Students at Hoseo University
KGSP/GKS
4.3 and above 100% Topik level 6 or higher
4.0 and above 70% Topik level 5 or higher 3.0 and above 50%
Topik level 4 (Arts and physical education level 3) or higher 2.5 and above 40%
Topik level 3 (Arts and physical education level 2) or
higher Less than 2.5 30% Regular Topik holder
Regular Topik non-holder 2.5 and above 30% - Less than 2.5 20%
"	12 -23 мая	16 - 27 июня											61		"College of Humanities & Social Sciences
Global Commerce
Business Administration
College of Engineering & AI
Big Data & AI
Big Data Analysis Track  
AI Application Business Track  
Computer Engineering 
Artificial Intelligence Track  Information Security Track  International Studies"
70.0	Korea Maritime and Ocean University	Yeongdo-gu in Busan	2800$ - 3800$		"Freshmen (1st semester after enrollment)
· TOPIK Level 6 or TOEFL iBT 100 or higher or IELTS Band 7.0 or higher 100% of
Tuition
· TOPIK Level 5 or TOEFL iBT 90 or higher or IELTS Band 6.5 or higher 80% of
Tuition
· TOPIK Level 4 or TOEFL iBT 80 or higher or IELTS Band 6.0 or higher 40% of
Tuition
· Those who completed more than 2 semesters of KMOU Korean
Language Course and recommended by Director of Office for International Affairs 20% of Tuition"	1 -31 октября	1-30 апреля											62		"International Studies 
Shipping Management
Maritime Law
Maritime Administration
International Trade and Economics
International Commerce
English Language and Literature
East Asian Studies
European Studies
International Maritime Affairs and Logistics"
71.0	Busan University of Foreign Studies	Busan	5200$ - 6200$		"Freshman &3rd-YearTransfer Students
-Applicants without a TOPIK, IELTS, or TOEFL official score
First semester: 20% tuition reduction
- Applicants admitted through a sister university agreement or
 institutional partnership
- Applicants who have completed the regular or short-term Korean
language training program at the BUFS Korean Language & Culture
Education Center - Applicants holding F1, F2, F4, or F5 visas (with supporting documents)
First semester:
30% tuition reduction
- Applicants with TOPIK Level 3 or IELTS 5.5 or TOEFL 53
First semester:
30% tuition waiver - Applicants with TOPIK Level 4 or IELTS 6.0 or TOEFL 69
First semester:
40% tuition waiver - Applicants with TOPIK Level 5 or IELTS 6.5 or TOEFL 86 or higher - Applicants whose native language or second language is English.
First semester:
50% tuition waiver
- Applicants with TOPIK Level 6 or IELTS 7.0 or TOEFL 98 or higher
First semester:
60% tuition waiver. GKS"	8-12 cентября 	26 мая - 13 июня											63		"Electronic Robotics Engineering
Global Business Administration
Global Studies. Computer Science & Engineering. English Linguistics & Literature.Tourism & Hospitality Management"
72.0	Sungshin University	уже был																64		
73.0	Sun Moon University	Asan	4000$- 6000$		"Scholarship
Any foreign applicant paying for their own expenses (excluding Korean Government Scholars)
• Applying with a qualified English proficiency test score (TOEFL 530 (CBT 197, IBT 71), IELTS 5.5, TEPS 601 (NEW TEPS 327), CEFR B2) / has obtained a nationally recognized English proficiency test with a qualified score
• Passer of Sun Moon University’sKorean Language Test
TOPIK 3- 50% tuition fee 
TOPIK 4 - 55% tuition fee 
TOPIK 5 - 80% tuition fee 
TOPIK 6 - 100% tuition fee 
Applied using English Qualifications -50%
Passer of SUN MOON University's Korean Test, completed Sejeong Hakdang Intermediate Level 1 or higher, completed Korea Immigration and Integration Program Level 3 or higher, or obtained a score of 61 or higher on the assessment test - 40%"	1- 30 сентября	1-30 апреля 	1-20 июня										65		"Major in International business and trade
Computer science and Engineering"
74.0	Kumoh National University of Technology	Gumi, Gyeongsangbuk-do	5400$ - 6400$ 		"Gks
Scholarship Programs at KIT  Admission Scholarships
- **General Admission Scholarship: 55% tuition waiver for all newly enrolled international students
- Excellence Scholarship: 25% tuition waiver for students who either complete KIT's Korean language program (minimum 1 semester) or achieve TOPIK Level 5 or higher
2. Academic Performance Scholarships
- The Best Scholarship: Full 100% tuition coverage awarded to top-performing international students based on yearly academic ranking
- Excellence Award: 80% tuition waiver for students maintaining a GPA of 1.75 or higher in the previous semester
3. Work-Study Opportunities
- Working Scholarship: For students employed on-campus who maintain a GPA of 1.6 or higher
- Provides hourly wages at minimum wage rate
- Available regardless of credit load requirements"	2 октября- 8 ноября	12 мая- 6 июня 											66		"Computer Science & Engineering
Mechanical Engineering
Global Business & Technology Management"
75.0	Kunsan National University	Gunsan	3240$- 4440$		"Scholarship
The scholarship can be granted up to the 8th semester. (For transfer student, up to the 4th semester)
Newcomer Scholarship
- Full tuition: Newcomer student having TOPIK Level 4 or higher  
- 300,000 KRW: Newcomer student having TOPIK Level 3  
- -: Newcomer student not having TOPIK Level 3 or lower  
1st year TOPIK Level 3 or higher, 2nd grade or higher TOPIK Level 4 or higher  
 If the TOPIK standard are not met, all scholarship conditions below are met.  
- Completion of more than 300 hours of Korean Language Course per semester designated by the IALE.  
Except for the departments that conduct classes in English (Includes English track verification completion upon admission) "	23-27 июня	сентябрь- ноябрь 											67		"Computer Science & Information Engineering
Global Business
International Trade
Business Administration"
76.0	Kyungsung University	Busan	3500$-5000$		"Tuition Fee Waiver        Korean and English Tracks        100%
(Special Selected Scholar)        
- A special selected scholar by overseas sister university based on the MOU/agreement

- A special selected scholar by Yayasan Kyungsung Indonesia based on his/her qualified academic performance 
during the language training period (selects within 10% of Yayasan Kyungsung Indonesia from the number of student admission)

- A special selected scholar based on the highest score of the admission evaluation process among a holder of
 at least Test of Proficiency in Korean (TOPIK) level 5 for Korean Track admission, a holder of at least TOEFL 
iBT 79 or at least IELTS 6.0 or holds the nationality of a country that uses English as its mother tongue or 
uses English as a legal official language for English Track admission

Among a special selected scholar
who qualifies for one of the three criteria shall be finally chosen, and a limited number of
 applicant(s) per semester shall be finally chosen based on the current set budget.

※ If there is no qualified student, no one is finally selected

English Track        50%        A holder of at least TOEFL iBT 104 or at least IELTS 7.5        
waiver’ section
40%        A holder of at least TOEFL iBT 95 or at least IELTS 7.0
30%        - A holder of at least TOEFL iBT 71 or at least
IELTS 5.5 - A student of English-speaking foreign nationality
Admission
Fee
Waiver        First-Year
Students        Exemption of
Admission Fee        
- National Institute for International Education (NIIED) Global Korea Scholarship (GKS) Scholars

- A special selected scholar selected by a sister university

"	1-15 ноября	1-30 апреля 											68		"School/Department School of Global Studies
Major Global Business Administration
School/Department School of Global Studies
Major Global Hospitality Management
School/Department School of Global Studies
Major Global Korean Studies
School/Department School of Global Engineering Studies
Major Global Mechanical Design Engineering
School/Department School of Global Engineering Studies
Major Global IT Engineering"
77.0	Sunchon National University	Suncheon,Jeollanam-do	3000$-4500$		"A. Scholarship for SCNU Korean Language School completed applicant
1) Student who got the highest score in the last semester of Korean Language School among Freshmen/Transfer applicants who have completed SCNU Korean Language School and has higher than TOPIK level 3: full amount of tuition fee 1 and tuition fee 2
2) Freshmen/Transfer applicants who completed SCNU Korean Language School and have higher than TOPIK level 2: full amount of tuition fee 2
3) Freshmen/Transfer applicants who have completed SCNU Korean Language School: full amount of tuition fee1
Scholarship selection criteria and scholarship benefits may change.
B. Scholarship for Freshmen/Transfer(Applicants who didn't complete SCNU Korean Language School)
1) Higher than TOPIK Level 4: full amount of tuition fee 1 and tuition fee 2
2) Higher than TOPIK Level 2: full amount of tuituion fee 1
C. For international students, scholarships will be given according to the academic score
1) Average GPA for the previous semester is higher than 4.00: full amount of tuition fee 1 and tuition fee 2
2) Average GPA for the previous semester is higher than 3.75: full amount of tuition fee 2
3) Average GPA for the previous semester is higher than 3.40: 50% of tuition fee 2
4) Average GPA for the previous semester is higher than 3.00: full amount of tuition fee 1
Common requirement: take more than 12 credits for the previous semester"	1-15 ноября	21 апреля - 16 мая											69		"Computer Engineering
Business Administration
International Trade"
78.0	Gwangju University	Gwangju	4200$-5500$		"Scholarship for International student
Scholarships ProvisionDormitory maintenance fee	Enrollment fee	tuitionfee
TOPIK lvl.3	exemption	100%	25%
TOPIK lvl.4	exemption100%	40%
TOPIK lvl.4	exemption100%	45%
TOPIK lvl.5	exemption100%	50%
Academic Scholarshipgrade	scholarship	
grade 3.0 scholarship 100,000
above 3.5 scholarship 300,000
above 4.0 scholarship 600,000
4.5 scholarship 1, 000,000
only pay by grade not by a scholastic year"	2025-03-02 00:00:00	2025-09-01 00:00:00											70		"College of Management: 
Dept. of International Logistics & Trade
Dept. of Tourism Business Management
Hotel Management
Dept. of Aviation Service
College of Engineering Computer Engineering 
Convergence Software
Electrical Engineering
Computer Information Warfare Studies
College of Culture and Art
Visual Communication Design
Industrial Design
Photography, Image & Drone "
79.0	Dong-Eui University	нет англ																71		
80.0	Korean National University of Arts	нет англ				5-15 мая	21-23 июля	25-27 августа 										72		
81.0	Silla University	Busan	5000$-6500$		"Foreign student scholarship Students who register proper credits (more than 12credits in 1st,2nd,3rd year 
or 6 credits in 4th year) and have over 2.5 GPA and 60% of attendance 15% of tuition waiver 
* Regular semester only"	Fall (September start): April 30	-	Spring (March/feb term): October 31										73		Department of K-Culture
82.0	Korea Aerospace University	Goyang	4 900 – 6 350 USD 		"Scholarship for Excellence in English Language Proficiency (English track)
Type Benefit
TOEFL iBT 96 or higher
or IELTS 7.0 or higher 100% reduction in the first tuition
TOEFL iBT 90 or higher
or IELTS 6.5 or higher 50% reduction in the first tuition
TOEFL iBT 81 or higher
or IELTS 6.0 or higher 20% reduction in the first tuition"	до 16 октября 2024	до 3 декабря 2024	до 10 января 2025		TOEFL iBT ≥ 71, IELTS ≥ 5.5		(Personal Statement)		60 USD				77		"School of Global Aviation Studies:
Service Management
Air Transportation and Logistics 
Aviation Management 
Aviation Business Administration Major                                                                              •	Aerospace Engineering
•	Mechanical Engineering
•	Aircraft System Engineering
•	Electronics & Avionics Engineering
•	Information & Telecommunication Engineering
•	Software / Computer Engineering
•	Materials Engineering

"
83.0	Korea National University of Transportation	нет англ																75		
84.0	Cheongju University	нет англ																76		
85.0	Jeonju University	Jeonju‑si	"
6 020$ - 6 700$"		"Freshman
40% tuition fee discount on the first semester for those who graduated from
Jeonju University with GPA 3.0 out of 4.5 or graduated Korean Language center
and acquired TOPIK 3 or above, 70% for TOPIK level 5, 80% for TOPIK level 6
30% tuition fee discount on the first semester for those who graduated
from universities with GPA 3.0 out of 4.5 or above in or outside of Korea
and acquired TOPIK 3 or above, 70% for TOPIK level 5, 80% for TOPIK level 6
30% tuition fee discount on the first semester for those who graduated from
universities with GPA 3.0 out of 4.5 or above in or outside of Korea
and acquired TOEFL IBT 80 or above, an IELTS 5.5 or above or a New TEPS of 326
or above,
"	с 2 по 11 апреля 2025 года	с 28 мая по 6 июня 2025 года			TOEFL iBT 80+, IELTS 6.0+								77		"Hotel Management
English Language and Literature                                                                                                             •	Department of English Language and Literature
•	Department of Business Administration
•	Creative Arts Psychotherapy
•	International Hospitality Management
"
86.0	Duksung Women's University	нет англ				14-25 октября	11- 22 ноября 											78		
87.0	Pai Chai University	Daejeon 	$5,000–$6,300 USD		"Стипендия за достижения: до ₩1,288,000 (~$1,000 USD) за семестр, в зависимости от GPA: GPA выше 4.0: 40% скидка на обучение, 
GPA от 3.5 до 3.99: 35% скидка,
GPA от 1.91 до 3.49: 30% скидка. 
"	6- 14 января	5 -11 июня 	8- 12 сентября		IELTS: от 6.5.		Требуется эссе или мотивационное письмо (Statement of Purpose)						79		"•	Korean Language and Literature
•	English Language and Literature
•	Chinese Language and Culture
•	History and Philosophy
•	Political Science and Diplomacy
•	Psychology
•	Sociology
•	Media and Communications
"
88.0	Hanbat National University	Daejeon	"Годовая плата: от ₩4,200,000 (~$3,300 USD)
•  Семестровая плата: от ₩2,100,000 (~$1,650 USD)
"		"New Students
Level A: Students with TOPIK Level 5 or higher Full tuition discount for 
the first semester
Level B:  Students with TOPIK Level 4 or higher 50% discount on tuition 
for the first semester
Level C: Students with TOPIK Level 3 or higher 30% discount on tuition 
for the first semester"	(Spring Semester) обычно с ноября по декабрь предыдущего года		(Fall Semester) обычно с мая по июнь того же года 		Минимальный балл IELTS: 6.0								80		"Engineering,                                                                                                                                                                                          •  College of Engineering
•  College of Natural Sciences
•  College of Business and Economics
•  College of Humanities and Social Sciences
•  College of Arts and Physical Education
•  College of Information and Communication Engineering
•  College of Energy and Environmental Engineering
"
89.0	Sahmyook University	Seoul 	$6,300 до $8,000		"Freshman 
TOPIK Scholarships:
TOPIK level 6: 100% of tuition for 4 years
TOPIK level 5: 100% of tution for 1 year 
TOPIK level 4: 50% of tuition for 1 year 
TOPIK level 3: 24% of tuition for 1 semester 
English Track Scholarships: 
 TOEFL IBT 71, IELTS 5.5, CEFR B2, TEPS 600, NEW TEPS 327 or higher upon admission
50% of tuition for 1 semester.
SU Korean Language Institute Scholarship:
Those who studied at least 1 year at Sahmyook University Korean Language Institute 30% of tuition for 1 semester."	Intake Period: May–June 2025		Intake Period: September–November 2024		IELTS от 5.5–6.0, TOEFL iBT от 70–80 баллов		личное заявление / мотивационное письмо				https://www.syu.ac.kr/eng/academics/aca-undergraduate/		81		"Business Administration,
Global Culture & Arts Convergence                                                                                   -Department of English Studies<br>- Department of Business Administration<br>- Department of Early Childhood Education<br>- Department of Global Korean Studies<br>- Division of Aviation Tourism & Foreign Language                                        -Department of Chemistry & Life Science<br>- Department of Environmental Design & Horticulture<br>- Department of Animal Life Resources<br>- Department of Integrative Biotechnology                                                                                                                        -Department of Physical Therapy<br>- Department of Food & Nutrition<br>- Department of Social Welfare<br>- Department of Public Health<br>- Department of Counseling Psychology<br>- Department of Health & Human Performance                              -Division of Computer Science and Engineering<br>- Department of AI Informatics"
